antecedents,consequents,support,confidence,lift
"Wipes, Toothbrushes",Toothpaste,0.003006012024048096,0.75,9.596153846153847
"Apples, Bananas, Pineapples",Yogurt,0.003006012024048096,0.75,10.54225352112676
"Bananas, Rice","Apples, Olive Oil",0.003006012024048096,0.75,68.04545454545455
"Honey, Tea, Cleaning Supplies",Paper Towels,0.003006012024048096,0.75,8.316666666666666
"Apples, Yogurt, Milk",Bananas,0.003006012024048096,0.75,8.910714285714286
"Toothpaste, Butter, Milk",Toothbrushes,0.003006012024048096,0.75,7.716494845360825
"Skincare Products, Cheese",Crackers,0.003006012024048096,0.75,9.24074074074074
"Cakes, Coffee",Cookies,0.003006012024048096,0.75,9.979999999999999
"Pineapples, Salt",Pepper,0.003006012024048096,0.75,8.910714285714286
"Wheat, Rice",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Toothpaste, Paper Towels",Toothbrushes,0.003006012024048096,0.75,7.716494845360825
"Peppers, Paper Towels",Tomatoes,0.003006012024048096,0.75,11.171641791044776
"Honey, Cheese",Olive Oil,0.003006012024048096,0.75,7.338235294117647
"Yogurt, Olive Oil",Apples,0.003006012024048096,0.75,9.24074074074074
"Rubbing Alcohol, Sugar",Salt,0.003006012024048096,0.75,13.131578947368421
"Diapers, Bleach",Baby Bottles,0.003006012024048096,0.75,7.962765957446809
"Wipes, Salt",Sugar,0.003006012024048096,0.75,8.910714285714286
"Tomatoes, Peppers, Carrots",Shampoo,0.003006012024048096,0.75,9.24074074074074
"Toothpaste, Popcorn",Toothbrushes,0.006012024048096192,0.75,7.716494845360825
"Toothbrushes, Cheese",Toothpaste,0.003006012024048096,0.75,9.596153846153847
"Cakes, Frozen Vegetables",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Tomatoes, Vinegar",Peppers,0.006012024048096192,0.75,9.128048780487806
"Apples, Toothbrushes",Toothpaste,0.003006012024048096,0.75,9.596153846153847
"Apples, Wheat",Yogurt,0.003006012024048096,0.75,10.54225352112676
"Tomatoes, Shampoo, Peppers",Carrots,0.003006012024048096,0.75,12.07258064516129
"Cookies, Wipes",Tea,0.003006012024048096,0.75,6.135245901639345
"Crackers, Ice Cream",Frozen Fruit,0.003006012024048096,0.75,6.452586206896552
"Bananas, Rice",Apples,0.003006012024048096,0.75,9.24074074074074
"Juice, Peppers",Tomatoes,0.003006012024048096,0.75,11.171641791044776
"Apples, Carrots",Broccoli,0.003006012024048096,0.75,9.848684210526315
"Carrots, Popcorn",Broccoli,0.003006012024048096,0.75,9.848684210526315
"Apples, Cakes, Yogurt",Oranges,0.003006012024048096,0.75,7.5606060606060606
"Yogurt, Butter, Milk",Apples,0.003006012024048096,0.75,9.24074074074074
"Apples, Sugar",Bananas,0.006012024048096192,0.75,8.910714285714286
"Apples, Shampoo",Conditioner,0.003006012024048096,0.75,24.14516129032258
"Apples, Yogurt, Milk",Butter,0.003006012024048096,0.75,6.804545454545455
"Honey, Tea, Paper Towels",Cleaning Supplies,0.003006012024048096,0.75,10.847826086956522
"Yogurt, Chips",Soda,0.003006012024048096,0.75,7.128571428571429
"Cleaning Supplies, Toothbrushes",Paper Towels,0.003006012024048096,0.75,8.316666666666666
"Honey, Cleaning Supplies",Paper Towels,0.003006012024048096,0.75,8.316666666666666
"Peppers, Rice",Olive Oil,0.003006012024048096,0.75,7.338235294117647
"Apples, Bananas, Olive Oil",Rice,0.003006012024048096,0.75,8.910714285714286
"Bananas, Rice, Olive Oil",Apples,0.003006012024048096,0.75,9.24074074074074
"Broccoli, Cheese",Crackers,0.003006012024048096,0.75,9.24074074074074
"Honey, Tissues",Tea,0.006012024048096192,0.75,6.135245901639345
"Honey, Cleaning Supplies","Tea, Paper Towels",0.003006012024048096,0.75,74.85000000000001
"Tea, Cleaning Supplies, Paper Towels",Honey,0.003006012024048096,0.75,12.27049180327869
"Tomatoes, Peppers, Coffee",Eggs,0.003006012024048096,0.75,9.128048780487806
"Tomatoes, Eggs, Peppers",Coffee,0.003006012024048096,0.75,7.878947368421053
"Salt, Dish Soap",Sugar,0.003006012024048096,0.75,8.910714285714286
"Frozen Fruit, Baby Food, Ice Cream",Diapers,0.003006012024048096,0.75,12.475
"Tea, Milk, Broccoli",Butter,0.003006012024048096,0.75,6.804545454545455
"Tea, Butter, Milk",Broccoli,0.003006012024048096,0.75,9.848684210526315
"Chips, Bread",Popcorn,0.003006012024048096,0.75,8.703488372093023
"Apples, Yogurt, Milk",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Yogurt, Milk, Soy Sauce",Apples,0.003006012024048096,0.75,9.24074074074074
"Butter, Milk, Broccoli",Tea,0.003006012024048096,0.75,6.135245901639345
"Cleaning Supplies, Corn",Bleach,0.003006012024048096,0.75,8.135869565217392
"Soda, Butter, Chips",Bananas,0.003006012024048096,0.75,8.910714285714286
"Honey, Soda",Tea,0.003006012024048096,0.75,6.135245901639345
"Shampoo, Ice Cream",Frozen Fruit,0.003006012024048096,0.75,6.452586206896552
"Frozen Fruit, Rice",Ice Cream,0.003006012024048096,0.75,9.128048780487806
"Diapers, Soy Sauce",Rice,0.003006012024048096,0.75,8.910714285714286
"Cleaning Supplies, Soy Sauce",Bleach,0.003006012024048096,0.75,8.135869565217392
"Ice Cream, Popcorn",Frozen Fruit,0.006012024048096192,0.75,6.452586206896552
"Diapers, Rice",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Frozen Fruit, Diapers, Ice Cream",Baby Food,0.003006012024048096,0.75,10.395833333333332
"Frozen Fruit, Rice",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Toothpaste, Toothbrushes, Bread",Butter,0.003006012024048096,0.75,6.804545454545455
"Frozen Vegetables, Bleach",Cleaning Supplies,0.003006012024048096,0.75,10.847826086956522
"Toothpaste, Bananas, Soy Sauce",Toothbrushes,0.003006012024048096,0.75,7.716494845360825
"Butter, Bread, Toothbrushes",Toothpaste,0.003006012024048096,0.75,9.596153846153847
"Cleaning Supplies, Frozen Vegetables",Bleach,0.003006012024048096,0.75,8.135869565217392
"Vinegar, Ice Cream",Frozen Fruit,0.003006012024048096,0.75,6.452586206896552
"Apples, Baby Food",Bananas,0.003006012024048096,0.75,8.910714285714286
"Juice, Diapers",Baby Food,0.003006012024048096,0.75,10.395833333333332
"Yogurt, Frozen Fruit, Ice Cream",Granola,0.003006012024048096,0.75,34.02272727272727
"Yogurt, Ice Cream","Frozen Fruit, Granola",0.003006012024048096,0.75,249.5
"Tomatoes, Baby Food",Diapers,0.003006012024048096,0.75,12.475
"Dish Soap, Diapers",Baby Food,0.003006012024048096,0.75,10.395833333333332
"Shampoo, Yogurt",Granola,0.003006012024048096,0.75,34.02272727272727
"Dish Soap, Baby Food",Diapers,0.003006012024048096,0.75,12.475
"Butter, Bread, Cheese",Crackers,0.003006012024048096,0.75,9.24074074074074
"Bananas, Pepper",Tea,0.003006012024048096,0.75,6.135245901639345
"Butter, Milk, Corn",Bread,0.003006012024048096,0.75,10.54225352112676
"Eggs, Butter, Bread",Crackers,0.003006012024048096,0.75,9.24074074074074
"Toothpaste, Juice, Toothbrushes",Oranges,0.003006012024048096,0.75,7.5606060606060606
"Honey, Tea, Paper Towels",Sugar,0.003006012024048096,0.75,8.910714285714286
"Peppers, Rice","Tomatoes, Olive Oil",0.003006012024048096,0.75,124.75
"Pepper, Ice Cream",Frozen Fruit,0.008016032064128256,0.7272727272727272,6.2570532915360495
"Ice Cream, Paper Towels",Frozen Fruit,0.00501002004008016,0.7142857142857143,6.1453201970443345
"Sugar, Cleaning Supplies",Paper Towels,0.00501002004008016,0.7142857142857143,7.92063492063492
"Toothbrushes, Oranges",Toothpaste,0.00501002004008016,0.7142857142857143,9.13919413919414
"Bananas, Toothbrushes",Toothpaste,0.00501002004008016,0.7142857142857143,9.13919413919414
"Cleaning Supplies, Ice Cream",Frozen Fruit,0.00501002004008016,0.7142857142857143,6.1453201970443345
"Cleaning Supplies, Toilet Paper",Paper Towels,0.00501002004008016,0.7142857142857143,7.92063492063492
"Cleaning Supplies, Butter",Paper Towels,0.00501002004008016,0.7142857142857143,7.92063492063492
"Toothpaste, Oranges",Toothbrushes,0.00501002004008016,0.7142857142857143,7.349042709867453
"Toothbrushes, Canned Fish",Toothpaste,0.00501002004008016,0.7142857142857143,9.13919413919414
"Toothbrushes, Ice Cream",Frozen Fruit,0.00501002004008016,0.7142857142857143,6.1453201970443345
"Crackers, Bread",Butter,0.00501002004008016,0.7142857142857143,6.48051948051948
"Cookies, Crackers",Soda,0.00501002004008016,0.7142857142857143,6.789115646258504
"Ice Cream, Coffee",Frozen Fruit,0.00501002004008016,0.7142857142857143,6.1453201970443345
"Brownies, Bleach",Cleaning Supplies,0.00501002004008016,0.7142857142857143,10.331262939958592
"Corn, Bread",Butter,0.00501002004008016,0.7142857142857143,6.48051948051948
"Cleaning Supplies, Brownies",Bleach,0.00501002004008016,0.7142857142857143,7.748447204968945
"Salt, Ice Cream",Frozen Fruit,0.0070140280561122245,0.7000000000000001,6.022413793103449
Ice Cream,Frozen Fruit,0.05511022044088176,0.6707317073170732,5.770605550883095
"Ice Cream, Olive Oil",Frozen Fruit,0.004008016032064128,0.6666666666666666,5.735632183908045
"Tomatoes, Diapers",Peppers,0.004008016032064128,0.6666666666666666,8.113821138211382
"Toothpaste, Broccoli",Toothbrushes,0.004008016032064128,0.6666666666666666,6.859106529209622
"Soda, Pasta",Tomato Sauce,0.004008016032064128,0.6666666666666666,27.72222222222222
"Sugar, Frozen Fruit, Ice Cream",Salt,0.004008016032064128,0.6666666666666666,11.67251461988304
"Milk, Cheese",Crackers,0.004008016032064128,0.6666666666666666,8.213991769547325
"Toothpaste, Salt",Toothbrushes,0.004008016032064128,0.6666666666666666,6.859106529209622
"Tea, Salt",Sugar,0.004008016032064128,0.6666666666666666,7.92063492063492
"Shampoo, Butter",Milk,0.004008016032064128,0.6666666666666666,8.113821138211382
"Tomatoes, Olive Oil",Rice,0.004008016032064128,0.6666666666666666,7.92063492063492
"Tomatoes, Rice",Olive Oil,0.004008016032064128,0.6666666666666666,6.522875816993463
"Frozen Fruit, Broccoli",Ice Cream,0.006012024048096192,0.6666666666666666,8.113821138211382
"Milk, Broccoli",Tea,0.004008016032064128,0.6666666666666666,5.453551912568305
"Milk, Corn",Butter,0.004008016032064128,0.6666666666666666,6.048484848484848
"Wipes, Soy Sauce",Tea,0.004008016032064128,0.6666666666666666,5.453551912568305
"Milk, Broccoli",Butter,0.004008016032064128,0.6666666666666666,6.048484848484848
"Toothpaste, Bread",Toothbrushes,0.004008016032064128,0.6666666666666666,6.859106529209622
"Peppers, Ice Cream",Frozen Fruit,0.004008016032064128,0.6666666666666666,5.735632183908045
"Frozen Fruit, Olive Oil",Ice Cream,0.004008016032064128,0.6666666666666666,8.113821138211382
"Sugar, Ice Cream",Frozen Fruit,0.006012024048096192,0.6666666666666666,5.735632183908045
"Tomatoes, Olive Oil",Peppers,0.004008016032064128,0.6666666666666666,8.113821138211382
"Crackers, Honey",Tea,0.006012024048096192,0.6666666666666666,5.453551912568305
"Yogurt, Rice",Soy Sauce,0.004008016032064128,0.6666666666666666,5.887905604719764
"Watermelons, Rice",Soy Sauce,0.004008016032064128,0.6666666666666666,5.887905604719764
"Apples, Pineapples",Bananas,0.004008016032064128,0.6666666666666666,7.92063492063492
"Yogurt, Cakes",Apples,0.004008016032064128,0.6666666666666666,8.213991769547325
"Diapers, Peppers",Tomatoes,0.004008016032064128,0.6666666666666666,9.930348258706468
"Dish Soap, Toothbrushes",Toothpaste,0.004008016032064128,0.6666666666666666,8.52991452991453
"Shampoo, Popcorn",Skincare Products,0.004008016032064128,0.6666666666666666,7.736434108527131
"Tea, Cleaning Supplies",Paper Towels,0.004008016032064128,0.6666666666666666,7.3925925925925915
"Tea, Cleaning Supplies",Honey,0.004008016032064128,0.6666666666666666,10.90710382513661
"Apples, Yogurt, Cookies",Oranges,0.004008016032064128,0.6666666666666666,6.72053872053872
"Apples, Oranges, Cookies",Yogurt,0.004008016032064128,0.6666666666666666,9.370892018779342
"Toothpaste, Coffee",Toothbrushes,0.004008016032064128,0.6666666666666666,6.859106529209622
"Frozen Fruit, Tissues",Ice Cream,0.004008016032064128,0.6666666666666666,8.113821138211382
"Ice Cream, Soy Sauce",Frozen Fruit,0.004008016032064128,0.6666666666666666,5.735632183908045
"Peppers, Olive Oil",Tomatoes,0.004008016032064128,0.6666666666666666,9.930348258706468
"Tomatoes, Sugar",Peppers,0.004008016032064128,0.6666666666666666,8.113821138211382
"Dish Soap, Rice",Pepper,0.004008016032064128,0.6666666666666666,7.92063492063492
"Chips, Skincare Products",Popcorn,0.004008016032064128,0.6666666666666666,7.736434108527131
"Tomatoes, Frozen Vegetables",Peppers,0.004008016032064128,0.6666666666666666,8.113821138211382
"Pepper, Frozen Vegetables",Salt,0.004008016032064128,0.6666666666666666,11.67251461988304
"Yogurt, Garlic",Apples,0.004008016032064128,0.6666666666666666,8.213991769547325
"Yogurt, Butter",Milk,0.004008016032064128,0.6666666666666666,8.113821138211382
"Toothbrushes, Popcorn",Toothpaste,0.006012024048096192,0.6666666666666666,8.52991452991453
"Vinegar, Peppers",Tomatoes,0.006012024048096192,0.6666666666666666,9.930348258706468
"Soda, Rice",Tea,0.004008016032064128,0.6666666666666666,5.453551912568305
"Bananas, Oranges",Apples,0.004008016032064128,0.6666666666666666,8.213991769547325
"Bleach, Ice Cream",Cleaning Supplies,0.004008016032064128,0.6666666666666666,9.642512077294686
"Bananas, Milk",Apples,0.004008016032064128,0.6666666666666666,8.213991769547325
"Bread, Paper Towels",Butter,0.004008016032064128,0.6666666666666666,6.048484848484848
"Apples, Tea, Cookies",Yogurt,0.004008016032064128,0.6666666666666666,9.370892018779342
"Apples, Yogurt, Cookies",Tea,0.004008016032064128,0.6666666666666666,5.453551912568305
"Frozen Vegetables, Peppers",Tomatoes,0.004008016032064128,0.6666666666666666,9.930348258706468
"Apples, Rubbing Alcohol",Bananas,0.004008016032064128,0.6666666666666666,7.92063492063492
"Honey, Canned Fish",Tea,0.004008016032064128,0.6666666666666666,5.453551912568305
"Eggs, Bread",Butter,0.004008016032064128,0.6666666666666666,6.048484848484848
"Tomatoes, Eggs",Peppers,0.004008016032064128,0.6666666666666666,8.113821138211382
"Apples, Pineapples",Soy Sauce,0.004008016032064128,0.6666666666666666,5.887905604719764
"Yogurt, Bleach",Granola,0.004008016032064128,0.6666666666666666,30.24242424242424
"Sugar, Yogurt",Granola,0.004008016032064128,0.6666666666666666,30.24242424242424
"Juice, Toothbrushes",Toothpaste,0.004008016032064128,0.6666666666666666,8.52991452991453
"Honey, Shampoo",Tea,0.004008016032064128,0.6666666666666666,5.453551912568305
"Shampoo, Frozen Vegetables",Conditioner,0.004008016032064128,0.6666666666666666,21.462365591397848
"Soda, Diapers",Baby Food,0.006012024048096192,0.6666666666666666,9.24074074074074
"Honey, Toilet Paper",Tea,0.004008016032064128,0.6666666666666666,5.453551912568305
"Bananas, Wheat",Garlic,0.004008016032064128,0.6666666666666666,7.827450980392157
"Shampoo, Frozen Vegetables",Soy Sauce,0.004008016032064128,0.6666666666666666,5.887905604719764
"Toothpaste, Juice",Toothbrushes,0.004008016032064128,0.6666666666666666,6.859106529209622
"Tea, Carrots",Celery,0.0070140280561122245,0.6363636363636364,7.5606060606060606
"Tea, Frozen Vegetables",Soy Sauce,0.00501002004008016,0.625,5.519911504424779
"Tea, Oranges",Cookies,0.00501002004008016,0.625,8.316666666666666
"Garlic, Frozen Vegetables",Rice,0.00501002004008016,0.625,7.425595238095238
"Tea, Skincare Products",Honey,0.00501002004008016,0.625,10.225409836065573
"Toothpaste, Milk",Toothbrushes,0.00501002004008016,0.625,6.430412371134021
"Toothpaste, Crackers",Toothbrushes,0.00501002004008016,0.625,6.430412371134021
"Coffee, Cheese",Crackers,0.00501002004008016,0.625,7.700617283950617
"Cookies, Yogurt",Tea,0.00501002004008016,0.625,5.112704918032787
"Toothpaste, Bananas",Toothbrushes,0.00501002004008016,0.625,6.430412371134021
"Shampoo, Frozen Fruit",Conditioner,0.00501002004008016,0.625,20.120967741935484
"Baby Food, Ice Cream",Diapers,0.00501002004008016,0.625,10.395833333333334
"Toothpaste, Pineapples",Toothbrushes,0.00501002004008016,0.625,6.430412371134021
"Chips, Coffee",Popcorn,0.00501002004008016,0.625,7.252906976744185
"Crackers, Shampoo",Conditioner,0.00501002004008016,0.625,20.120967741935484
"Frozen Fruit, Cheese",Crackers,0.00501002004008016,0.625,7.700617283950617
"Crackers, Eggs",Butter,0.00501002004008016,0.625,5.670454545454546
"Diapers, Ice Cream",Baby Food,0.00501002004008016,0.625,8.663194444444445
"Shampoo, Oranges",Conditioner,0.00501002004008016,0.625,20.120967741935484
"Shampoo, Broccoli",Skincare Products,0.00501002004008016,0.625,7.252906976744185
Honey,Tea,0.03807615230460922,0.6229508196721312,5.095941951088418
Toothpaste,Toothbrushes,0.04809619238476954,0.6153846153846154,6.331482950039652
"Yogurt, Oranges",Apples,0.008016032064128256,0.6153846153846154,7.582146248812916
"Toothbrushes, Soy Sauce",Toothpaste,0.009018036072144289,0.6000000000000001,7.676923076923079
"Toothpaste, Soy Sauce",Toothbrushes,0.009018036072144289,0.6000000000000001,6.173195876288661
"Bananas, Frozen Fruit",Apples,0.003006012024048096,0.6,7.392592592592592
"Frozen Fruit, Ice Cream, Paper Towels",Cleaning Supplies,0.003006012024048096,0.6,8.678260869565218
"Cookies, Pineapples",Coffee,0.003006012024048096,0.6,6.303157894736842
"Juice, Mustard",Brownies,0.003006012024048096,0.6,7.676923076923077
"Juice, Brownies",Oranges,0.003006012024048096,0.6,6.048484848484848
"Shampoo, Bread","Skincare Products, Olive Oil",0.003006012024048096,0.6,35.22352941176471
"Brownies, Skincare Products",Shampoo,0.003006012024048096,0.6,7.392592592592592
"Toilet Paper, Soy Sauce",Frozen Vegetables,0.006012024048096192,0.6,8.805882352941177
"Apples, Tissues",Paper Towels,0.003006012024048096,0.6,6.653333333333332
"Toothpaste, Frozen Vegetables",Soy Sauce,0.003006012024048096,0.6,5.299115044247787
"Bananas, Soda",Chips,0.006012024048096192,0.6,8.09189189189189
"Soda, Butter, Bread",Wipes,0.003006012024048096,0.6,10.505263157894737
"Apples, Frozen Fruit",Bananas,0.003006012024048096,0.6,7.128571428571428
"Diapers, Pasta",Baby Food,0.003006012024048096,0.6,8.316666666666666
"Toothpaste, Toothbrushes, Oranges",Juice,0.003006012024048096,0.6,10.887272727272727
"Celery, Soy Sauce",Rice,0.003006012024048096,0.6,7.128571428571428
"Dish Soap, Chips",Soda,0.003006012024048096,0.6,5.702857142857143
"Honey, Rice",Tea,0.003006012024048096,0.6,4.908196721311476
"Honey, Pineapples",Tea,0.003006012024048096,0.6,4.908196721311476
"Toothpaste, Ice Cream",Toothbrushes,0.003006012024048096,0.6,6.173195876288659
"Juice, Brownies",Mustard,0.003006012024048096,0.6,9.816393442622951
"Ice Cream, Rice",Frozen Vegetables,0.003006012024048096,0.6,8.805882352941177
"Frozen Vegetables, Milk",Soy Sauce,0.003006012024048096,0.6,5.299115044247787
"Frozen Vegetables, Oranges",Olive Oil,0.003006012024048096,0.6,5.870588235294117
"Bleach, Pasta",Garlic,0.003006012024048096,0.6,7.0447058823529405
"Celery, Vinegar",Carrots,0.003006012024048096,0.6,9.658064516129032
"Frozen Vegetables, Canned Fish",Rice,0.003006012024048096,0.6,7.128571428571428
"Wipes, Bleach",Sugar,0.003006012024048096,0.6,7.128571428571428
"Vinegar, Carrots",Celery,0.003006012024048096,0.6,7.128571428571428
"Salt, Watermelons",Pepper,0.003006012024048096,0.6,7.128571428571428
"Shampoo, Celery",Carrots,0.003006012024048096,0.6,9.658064516129032
"Soda, Pastries",Chips,0.003006012024048096,0.6,8.09189189189189
"Pastries, Chips",Soda,0.003006012024048096,0.6,5.702857142857143
"Soda, Mustard",Chips,0.003006012024048096,0.6,8.09189189189189
"Oranges, Pasta",Tomato Sauce,0.003006012024048096,0.6,24.95
"Mustard, Tissues",Eggs,0.003006012024048096,0.6,7.302439024390244
"Honey, Pineapples",Olive Oil,0.003006012024048096,0.6,5.870588235294117
"Eggs, Tissues",Mustard,0.003006012024048096,0.6,9.816393442622951
"Celery, Soy Sauce",Carrots,0.003006012024048096,0.6,9.658064516129032
"Toothpaste, Mustard",Toothbrushes,0.003006012024048096,0.6,6.173195876288659
"Pepper, Olive Oil",Rice,0.003006012024048096,0.6,7.128571428571428
"Frozen Fruit, Bleach",Cleaning Supplies,0.006012024048096192,0.6,8.678260869565218
"Cleaning Supplies, Eggs",Bleach,0.003006012024048096,0.6,6.508695652173913
"Cleaning Supplies, Canned Fish",Bleach,0.003006012024048096,0.6,6.508695652173913
